FF,FS,FT,Ffourth,SF,SS,ST,Sfourth,TF,TS,TT,Tfourth,FourthF,FourthS,FourthT,FourthF,Status
B,+,B,X,X,+,B,B,B,B,B,B,B,B,B,B,FALSE
O,O,X,B,+,B,B,B,B,B,B,B,B,B,B,B,FALSE
+,X,X,X,+,O,B,B,B,B,B,B,B,B,B,B,FALSE
X,B,X,O,X,B,X,B,B,B,B,B,B,B,B,B,FALSE
B,B,+,X,O,O,X,B,B,B,B,B,B,B,B,B,FALSE
X,+,O,B,B,B,B,B,B,B,B,B,B,B,B,B,FALSE
+,O,B,O,O,X,B,B,B,B,B,B,B,B,B,B,FALSE
X,+,+,O,O,B,X,B,B,B,B,B,B,B,B,B,FALSE
O,X,B,B,O,X,X,B,B,B,B,B,B,B,B,B,FALSE
+,O,+,+,+,X,X,B,B,B,B,B,B,B,B,B,FALSE
X,B,O,+,+,O,X,B,B,B,B,B,B,B,B,B,FALSE
O,B,X,B,+,X,B,B,B,B,B,B,B,B,B,B,FALSE
X,+,+,X,O,O,X,B,B,B,B,B,B,B,B,B,FALSE
B,X,O,O,O,B,B,B,B,B,B,B,B,B,B,B,FALSE
X,O,X,X,O,+,B,B,B,B,B,B,B,B,B,B,FALSE
+,B,O,X,B,O,X,B,B,B,B,B,B,B,B,B,FALSE
+,B,B,+,+,O,X,B,B,B,B,B,B,B,B,B,FALSE
O,+,B,B,X,O,B,B,B,B,B,B,B,B,B,B,FALSE
B,O,+,O,+,O,B,B,B,B,B,B,B,B,B,B,FALSE
B,B,B,+,B,+,B,B,B,B,B,B,B,B,B,B,FALSE
B,B,O,B,B,B,B,B,B,B,B,B,B,B,B,B,FALSE
X,+,B,+,O,X,B,B,B,B,B,B,B,B,B,B,FALSE
X,O,+,O,O,B,B,B,B,B,B,B,B,B,B,B,FALSE
B,O,X,O,O,O,B,B,B,B,B,B,B,B,B,B,FALSE
+,O,+,O,X,X,X,B,B,B,B,B,B,B,B,B,FALSE
+,X,+,B,X,B,B,B,B,B,B,B,B,B,B,B,FALSE
+,B,O,X,+,+,B,B,B,B,B,B,B,B,B,B,FALSE
+,+,O,X,+,B,X,B,B,B,B,B,B,B,B,B,FALSE
X,B,B,O,B,O,B,B,B,B,B,B,B,B,B,B,FALSE
O,B,B,X,+,O,X,B,B,B,B,B,B,B,B,B,FALSE
+,X,B,O,B,+,B,B,B,B,B,B,B,B,B,B,FALSE
+,B,B,O,X,O,X,B,B,B,B,B,B,B,B,B,FALSE
B,B,O,X,X,B,B,B,B,B,B,B,B,B,B,B,FALSE
O,+,B,+,B,X,B,B,B,B,B,B,B,B,B,B,FALSE
O,X,X,O,+,X,X,B,B,B,B,B,B,B,B,B,FALSE
X,O,+,+,X,X,B,B,B,B,B,B,B,B,B,B,FALSE
B,X,X,O,B,O,B,B,B,B,B,B,B,B,B,B,FALSE
+,+,+,O,X,X,X,B,B,B,B,B,B,B,B,B,FALSE
X,X,+,+,X,+,B,B,B,B,B,B,B,B,B,B,FALSE
+,+,B,O,O,X,X,B,B,B,B,B,B,B,B,B,FALSE
O,B,B,+,O,X,X,B,B,B,B,B,B,B,B,B,FALSE
X,O,B,+,O,X,B,B,B,B,B,B,B,B,B,B,FALSE
X,+,+,O,B,X,B,B,B,B,B,B,B,B,B,B,FALSE
B,+,B,B,B,X,X,B,B,B,B,B,B,B,B,B,FALSE
+,B,X,O,O,O,B,B,B,B,B,B,B,B,B,B,FALSE
B,B,X,X,O,X,X,B,B,B,B,B,B,B,B,B,FALSE
B,X,O,O,+,O,X,B,B,B,B,B,B,B,B,B,FALSE
B,X,O,X,B,O,X,B,B,B,B,B,B,B,B,B,FALSE
B,O,+,B,X,+,B,B,B,B,B,B,B,B,B,B,FALSE
B,+,B,+,B,B,X,B,B,B,B,B,B,B,B,B,FALSE
X,X,O,O,O,B,X,B,B,B,B,B,B,B,B,B,FALSE
B,B,X,O,X,B,B,B,B,B,B,B,B,B,B,B,FALSE
B,O,O,X,O,O,B,B,B,B,B,B,B,B,B,B,FALSE
+,B,O,X,O,O,X,B,B,B,B,B,B,B,B,B,FALSE
+,X,B,B,+,O,X,B,B,B,B,B,B,B,B,B,FALSE
O,X,+,X,O,O,B,B,B,B,B,B,B,B,B,B,FALSE
B,O,B,X,X,+,B,B,B,B,B,B,B,B,B,B,FALSE
X,B,X,+,+,B,X,B,B,B,B,B,B,B,B,B,FALSE
O,X,O,X,+,X,X,B,B,B,B,B,B,B,B,B,FALSE
O,+,X,O,O,O,X,B,B,B,B,B,B,B,B,B,FALSE
+,B,O,O,+,O,X,B,B,B,B,B,B,B,B,B,FALSE
O,X,O,+,X,+,B,B,B,B,B,B,B,B,B,B,FALSE
+,X,O,+,X,B,B,B,B,B,B,B,B,B,B,B,FALSE
+,O,X,+,X,O,B,B,B,B,B,B,B,B,B,B,FALSE
+,+,B,B,B,B,X,B,B,B,B,B,B,B,B,B,FALSE
+,+,X,X,B,B,B,B,B,B,B,B,B,B,B,B,FALSE
O,B,X,+,B,O,B,B,B,B,B,B,B,B,B,B,FALSE
X,X,O,B,+,O,B,B,B,B,B,B,B,B,B,B,FALSE
O,O,O,+,X,X,X,B,B,B,B,B,B,B,B,B,FALSE
X,B,O,O,X,O,X,B,B,B,B,B,B,B,B,B,FALSE
B,O,X,X,O,B,X,B,B,B,B,B,B,B,B,B,FALSE
B,O,+,X,B,O,B,B,B,B,B,B,B,B,B,B,FALSE
O,O,B,B,X,O,B,B,B,B,B,B,B,B,B,B,FALSE
B,X,B,+,+,O,X,B,B,B,B,B,B,B,B,B,FALSE
B,+,O,X,+,X,X,B,B,B,B,B,B,B,B,B,FALSE
B,+,B,+,+,O,X,B,B,B,B,B,B,B,B,B,FALSE
O,+,X,X,O,X,B,B,B,B,B,B,B,B,B,B,FALSE
B,B,+,X,+,+,B,B,B,B,B,B,B,B,B,B,FALSE
+,X,+,+,B,O,X,B,B,B,B,B,B,B,B,B,FALSE
O,X,+,B,X,+,B,B,B,B,B,B,B,B,B,B,FALSE
O,X,+,X,+,+,B,B,B,B,B,B,B,B,B,B,FALSE
X,+,+,B,+,O,B,B,B,B,B,B,B,B,B,B,FALSE
B,B,O,B,+,O,B,B,B,B,B,B,B,B,B,B,FALSE
X,+,X,X,O,+,B,B,B,B,B,B,B,B,B,B,FALSE
O,B,O,B,+,O,X,B,B,B,B,B,B,B,B,B,FALSE
+,B,O,X,+,X,B,B,B,B,B,B,B,B,B,B,FALSE
B,+,B,O,X,O,X,B,B,B,B,B,B,B,B,B,FALSE
B,O,O,O,B,B,B,B,B,B,B,B,B,B,B,B,FALSE
X,B,+,+,+,O,B,B,B,B,B,B,B,B,B,B,FALSE
B,X,+,+,X,B,B,B,B,B,B,B,B,B,B,B,FALSE
O,B,O,X,X,X,B,B,B,B,B,B,B,B,B,B,FALSE
X,B,O,O,O,X,X,B,B,B,B,B,B,B,B,B,FALSE
X,X,B,B,X,O,B,B,B,B,B,B,B,B,B,B,FALSE
+,B,+,B,X,X,X,B,B,B,B,B,B,B,B,B,FALSE
B,O,X,O,B,O,B,B,B,B,B,B,B,B,B,B,FALSE
+,+,+,O,X,+,B,B,B,B,B,B,B,B,B,B,FALSE
O,X,X,X,O,+,B,B,B,B,B,B,B,B,B,B,FALSE
O,+,X,B,+,B,B,B,B,B,B,B,B,B,B,B,FALSE
O,B,+,O,B,X,X,B,B,B,B,B,B,B,B,B,FALSE
B,O,B,B,B,X,X,B,B,B,B,B,B,B,B,B,FALSE
B,B,B,X,B,B,B,B,B,B,B,B,B,B,B,B,FALSE
X,O,X,O,+,X,X,B,B,B,B,B,B,B,B,B,FALSE
X,B,+,O,X,O,B,B,B,B,B,B,B,B,B,B,FALSE
+,X,B,B,B,B,B,B,B,B,B,B,B,B,B,B,FALSE
B,O,+,+,X,B,B,B,B,B,B,B,B,B,B,B,FALSE
O,O,X,X,O,+,B,B,B,B,B,B,B,B,B,B,FALSE
X,+,+,O,B,B,X,B,B,B,B,B,B,B,B,B,FALSE
B,X,O,B,X,+,B,B,B,B,B,B,B,B,B,B,FALSE
X,B,+,O,O,X,X,B,B,B,B,B,B,B,B,B,FALSE
B,X,O,X,+,+,B,B,B,B,B,B,B,B,B,B,FALSE
B,O,O,B,X,X,X,B,B,B,B,B,B,B,B,B,FALSE
X,X,X,O,+,+,B,B,B,B,B,B,B,B,B,B,FALSE
O,+,+,X,O,O,X,B,B,B,B,B,B,B,B,B,FALSE
O,+,+,X,B,O,X,B,B,B,B,B,B,B,B,B,FALSE
+,B,X,O,B,O,X,B,B,B,B,B,B,B,B,B,FALSE
O,+,+,+,X,+,B,B,B,B,B,B,B,B,B,B,FALSE
B,B,X,+,+,B,B,B,B,B,B,B,B,B,B,B,FALSE
+,X,O,X,+,B,B,B,B,B,B,B,B,B,B,B,FALSE
+,O,X,X,+,O,B,B,B,B,B,B,B,B,B,B,FALSE
+,+,X,+,O,+,B,B,B,B,B,B,B,B,B,B,FALSE
B,O,O,+,X,B,X,B,B,B,B,B,B,B,B,B,FALSE
+,O,B,O,O,+,B,B,B,B,B,B,B,B,B,B,FALSE
O,+,+,X,+,X,B,B,B,B,B,B,B,B,B,B,FALSE
B,+,+,X,B,O,X,B,B,B,B,B,B,B,B,B,FALSE
B,B,X,B,+,X,B,B,B,B,B,B,B,B,B,B,FALSE
O,X,+,O,B,B,X,B,B,B,B,B,B,B,B,B,FALSE
B,+,+,B,X,X,X,B,B,B,B,B,B,B,B,B,FALSE
B,O,O,X,+,X,X,B,B,B,B,B,B,B,B,B,FALSE
O,B,X,+,+,B,B,B,B,B,B,B,B,B,B,B,FALSE
X,O,B,B,X,O,X,B,B,B,B,B,B,B,B,B,FALSE
B,X,O,O,B,B,B,B,B,B,B,B,B,B,B,B,FALSE
B,O,X,O,+,X,B,B,B,B,B,B,B,B,B,B,FALSE
O,+,O,B,B,B,B,B,B,B,B,B,B,B,B,B,FALSE
X,X,+,O,O,B,X,B,B,B,B,B,B,B,B,B,FALSE
+,+,X,B,X,O,X,B,B,B,B,B,B,B,B,B,FALSE
B,B,+,O,O,B,B,B,B,B,B,B,B,B,B,B,FALSE
O,B,X,B,O,O,B,B,B,B,B,B,B,B,B,B,FALSE
+,X,X,+,X,O,B,B,B,B,B,B,B,B,B,B,FALSE
+,+,X,X,O,B,B,B,B,B,B,B,B,B,B,B,FALSE
B,B,+,+,X,X,B,B,B,B,B,B,B,B,B,B,FALSE
X,+,O,B,O,B,B,B,B,B,B,B,B,B,B,B,FALSE
X,O,X,X,B,X,X,B,B,B,B,B,B,B,B,B,FALSE
X,O,O,+,X,X,X,B,B,B,B,B,B,B,B,B,FALSE
X,X,O,+,X,+,B,B,B,B,B,B,B,B,B,B,FALSE
B,+,O,X,O,O,B,B,B,B,B,B,B,B,B,B,FALSE
O,B,X,B,+,+,B,B,B,B,B,B,B,B,B,B,FALSE
+,B,B,B,O,B,X,B,B,B,B,B,B,B,B,B,FALSE
B,O,X,B,+,B,B,B,B,B,B,B,B,B,B,B,FALSE
O,X,B,B,X,O,B,B,B,B,B,B,B,B,B,B,FALSE
X,B,+,B,B,B,X,B,B,B,B,B,B,B,B,B,FALSE
B,O,+,B,X,X,B,B,B,B,B,B,B,B,B,B,FALSE
X,+,+,X,X,B,B,B,B,B,B,B,B,B,B,B,FALSE
X,+,O,O,B,X,X,B,B,B,B,B,B,B,B,B,FALSE
+,+,X,X,+,O,X,B,B,B,B,B,B,B,B,B,FALSE
O,+,O,X,+,X,X,B,B,B,B,B,B,B,B,B,FALSE
B,X,B,+,B,B,X,B,B,B,B,B,B,B,B,B,FALSE
B,O,+,X,+,X,B,B,B,B,B,B,B,B,B,B,FALSE
B,X,O,B,X,X,X,B,B,B,B,B,B,B,B,B,FALSE
B,O,X,X,B,+,B,B,B,B,B,B,B,B,B,B,FALSE
O,O,X,O,+,X,X,B,B,B,B,B,B,B,B,B,FALSE
+,B,O,+,X,+,B,B,B,B,B,B,B,B,B,B,FALSE
O,B,B,+,X,O,B,B,B,B,B,B,B,B,B,B,FALSE
+,B,+,B,X,+,B,B,B,B,B,B,B,B,B,B,FALSE
+,B,O,O,B,B,X,B,B,B,B,B,B,B,B,B,FALSE
B,O,X,X,O,X,B,B,B,B,B,B,B,B,B,B,FALSE
+,+,X,+,B,X,X,B,B,B,B,B,B,B,B,B,FALSE
O,B,B,O,+,B,X,B,B,B,B,B,B,B,B,B,FALSE
X,X,+,X,+,+,B,B,B,B,B,B,B,B,B,B,FALSE
O,X,O,O,O,B,B,B,B,B,B,B,B,B,B,B,FALSE
O,O,X,O,O,O,B,B,B,B,B,B,B,B,B,B,FALSE
B,B,X,X,X,O,B,B,B,B,B,B,B,B,B,B,FALSE
B,+,X,O,B,O,X,B,B,B,B,B,B,B,B,B,FALSE
X,O,O,B,+,O,B,B,B,B,B,B,B,B,B,B,FALSE
B,B,O,O,O,B,X,B,B,B,B,B,B,B,B,B,FALSE
B,B,X,B,+,B,X,B,B,B,B,B,B,B,B,B,FALSE
B,B,+,X,+,X,X,B,B,B,B,B,B,B,B,B,FALSE
B,B,B,B,X,O,X,B,B,B,B,B,B,B,B,B,FALSE
X,B,O,+,B,B,X,B,B,B,B,B,B,B,B,B,FALSE
O,O,X,X,O,X,X,B,B,B,B,B,B,B,B,B,FALSE
X,O,+,X,+,+,B,B,B,B,B,B,B,B,B,B,FALSE
B,O,O,O,O,B,B,B,B,B,B,B,B,B,B,B,FALSE
O,O,+,X,O,O,B,B,B,B,B,B,B,B,B,B,FALSE
X,+,O,B,+,O,X,B,B,B,B,B,B,B,B,B,FALSE
X,+,B,B,X,O,B,B,B,B,B,B,B,B,B,B,FALSE
B,+,B,B,B,+,B,B,B,B,B,B,B,B,B,B,FALSE
O,X,O,+,X,X,B,B,B,B,B,B,B,B,B,B,FALSE
+,X,O,X,B,O,B,B,B,B,B,B,B,B,B,B,FALSE
B,O,O,+,X,X,B,B,B,B,B,B,B,B,B,B,FALSE
O,+,B,B,B,X,X,B,B,B,B,B,B,B,B,B,FALSE
O,X,B,+,O,X,B,B,B,B,B,B,B,B,B,B,FALSE
X,B,B,X,O,B,X,B,B,B,B,B,B,B,B,B,FALSE
O,+,O,O,B,+,B,B,B,B,B,B,B,B,B,B,FALSE
+,+,B,+,B,B,B,B,B,B,B,B,B,B,B,B,FALSE
+,+,+,B,X,B,B,B,B,B,B,B,B,B,B,B,FALSE
X,B,O,X,X,X,B,B,B,B,B,B,B,B,B,B,FALSE
X,B,O,O,O,+,B,B,B,B,B,B,B,B,B,B,FALSE
+,B,B,B,B,X,B,B,B,B,B,B,B,B,B,B,FALSE
O,+,B,B,O,X,X,B,B,B,B,B,B,B,B,B,FALSE
B,B,B,+,O,X,X,B,B,B,B,B,B,B,B,B,FALSE
B,O,B,X,X,X,B,B,B,B,B,B,B,B,B,B,FALSE
B,+,X,O,O,O,X,B,B,B,B,B,B,B,B,B,FALSE
O,B,O,B,O,B,B,B,B,B,B,B,B,B,B,B,FALSE
B,B,O,O,B,X,B,B,B,B,B,B,B,B,B,B,FALSE
+,X,B,O,O,X,B,B,B,B,B,B,B,B,B,B,FALSE
X,O,O,+,X,+,B,B,B,B,B,B,B,B,B,B,FALSE
+,+,X,+,O,X,X,B,B,B,B,B,B,B,B,B,FALSE
X,O,B,X,B,B,B,B,B,B,B,B,B,B,B,B,FALSE
+,X,O,O,+,O,B,B,B,B,B,B,B,B,B,B,FALSE
O,B,X,O,X,B,B,B,B,B,B,B,B,B,B,B,FALSE
X,+,X,B,O,O,B,B,B,B,B,B,B,B,B,B,FALSE
B,O,B,+,O,B,X,B,B,B,B,B,B,B,B,B,FALSE
O,B,B,X,B,B,X,B,B,B,B,B,B,B,B,B,FALSE
+,+,O,+,X,B,B,B,B,B,B,B,B,B,B,B,FALSE
+,O,B,B,O,B,B,B,B,B,B,B,B,B,B,B,FALSE
B,+,O,O,B,X,B,B,B,B,B,B,B,B,B,B,FALSE
+,+,+,X,+,B,B,B,B,B,B,B,B,B,B,B,FALSE
X,B,X,B,+,+,B,B,B,B,B,B,B,B,B,B,FALSE
X,O,O,X,X,B,B,B,B,B,B,B,B,B,B,B,FALSE
+,O,+,B,X,B,X,B,B,B,B,B,B,B,B,B,FALSE
B,X,+,X,+,B,X,B,B,B,B,B,B,B,B,B,FALSE
O,B,O,X,X,B,X,B,B,B,B,B,B,B,B,B,FALSE
O,B,+,B,B,B,X,B,B,B,B,B,B,B,B,B,FALSE
O,O,B,X,X,+,B,B,B,B,B,B,B,B,B,B,FALSE
X,B,X,X,X,O,X,B,B,B,B,B,B,B,B,B,FALSE
B,O,X,+,X,O,X,B,B,B,B,B,B,B,B,B,FALSE
O,X,O,O,+,O,X,B,B,B,B,B,B,B,B,B,FALSE
O,+,X,B,B,O,B,B,B,B,B,B,B,B,B,B,FALSE
X,+,O,O,O,+,B,B,B,B,B,B,B,B,B,B,FALSE
B,+,O,B,X,+,B,B,B,B,B,B,B,B,B,B,FALSE
O,B,O,+,+,O,X,B,B,B,B,B,B,B,B,B,FALSE
X,X,+,O,B,B,B,B,B,B,B,B,B,B,B,B,FALSE
B,X,B,O,O,X,X,B,B,B,B,B,B,B,B,B,FALSE
X,B,B,O,+,X,B,B,B,B,B,B,B,B,B,B,FALSE
B,X,B,O,X,O,B,B,B,B,B,B,B,B,B,B,FALSE
+,+,O,X,+,X,B,B,B,B,B,B,B,B,B,B,FALSE
X,B,B,O,O,O,B,B,B,B,B,B,B,B,B,B,FALSE
+,B,B,B,X,O,B,B,B,B,B,B,B,B,B,B,FALSE
O,O,+,X,B,O,B,B,B,B,B,B,B,B,B,B,FALSE
B,X,B,B,O,+,B,B,B,B,B,B,B,B,B,B,FALSE
X,O,B,O,+,B,B,B,B,B,B,B,B,B,B,B,FALSE
X,O,B,+,X,O,B,B,B,B,B,B,B,B,B,B,FALSE
B,B,+,B,B,B,B,B,B,B,B,B,B,B,B,B,FALSE
O,+,O,O,B,X,X,B,B,B,B,B,B,B,B,B,FALSE
O,X,O,X,B,O,X,B,B,B,B,B,B,B,B,B,FALSE
O,X,B,O,X,O,X,B,B,B,B,B,B,B,B,B,FALSE
B,+,X,O,+,X,X,B,B,B,B,B,B,B,B,B,FALSE
B,+,B,B,O,B,X,B,B,B,B,B,B,B,B,B,FALSE
O,B,X,B,B,O,B,B,B,B,B,B,B,B,B,B,FALSE
B,X,B,+,+,O,B,B,B,B,B,B,B,B,B,B,FALSE
B,B,O,O,X,O,B,B,B,B,B,B,B,B,B,B,FALSE
+,+,X,+,O,X,B,B,B,B,B,B,B,B,B,B,FALSE
+,X,B,O,O,B,X,B,B,B,B,B,B,B,B,B,FALSE
O,+,X,O,O,O,B,B,B,B,B,B,B,B,B,B,FALSE
B,B,B,+,O,B,X,B,B,B,B,B,B,B,B,B,FALSE
X,B,+,B,B,X,B,B,B,B,B,B,B,B,B,B,FALSE
B,O,+,B,X,B,X,B,B,B,B,B,B,B,B,B,FALSE
B,X,X,X,O,B,B,B,B,B,B,B,B,B,B,B,FALSE
B,X,X,O,+,+,B,B,B,B,B,B,B,B,B,B,FALSE
+,+,B,X,X,B,B,B,B,B,B,B,B,B,B,B,FALSE
X,O,O,B,B,B,X,B,B,B,B,B,B,B,B,B,FALSE
O,B,B,+,B,X,X,B,B,B,B,B,B,B,B,B,FALSE
+,X,O,+,+,+,B,B,B,B,B,B,B,B,B,B,FALSE
B,+,X,O,+,B,X,B,B,B,B,B,B,B,B,B,FALSE
O,+,+,+,X,B,X,B,B,B,B,B,B,B,B,B,FALSE
B,+,X,X,O,+,B,B,B,B,B,B,B,B,B,B,FALSE
X,+,+,O,O,X,B,B,B,B,B,B,B,B,B,B,FALSE
X,B,+,B,+,O,B,B,B,B,B,B,B,B,B,B,FALSE
B,+,X,+,X,O,X,B,B,B,B,B,B,B,B,B,FALSE
O,B,B,+,O,X,B,B,B,B,B,B,B,B,B,B,FALSE
O,O,+,X,+,B,X,B,B,B,B,B,B,B,B,B,FALSE
B,O,+,X,+,B,B,B,B,B,B,B,B,B,B,B,FALSE
B,O,X,X,+,O,X,B,B,B,B,B,B,B,B,B,FALSE
O,+,B,B,O,X,B,B,B,B,B,B,B,B,B,B,FALSE
X,O,X,B,+,B,B,B,B,B,B,B,B,B,B,B,FALSE
O,O,X,B,B,O,B,B,B,B,B,B,B,B,B,B,FALSE
+,X,B,O,B,X,B,B,B,B,B,B,B,B,B,B,FALSE
+,X,O,O,X,X,X,B,B,B,B,B,B,B,B,B,FALSE
O,X,+,X,B,O,B,B,B,B,B,B,B,B,B,B,FALSE
O,B,+,X,+,X,X,B,B,B,B,B,B,B,B,B,FALSE
O,X,+,+,X,+,B,B,B,B,B,B,B,B,B,B,FALSE
B,B,X,O,+,+,B,B,B,B,B,B,B,B,B,B,FALSE
O,O,B,+,B,B,X,B,B,B,B,B,B,B,B,B,FALSE
B,B,X,X,X,O,X,B,B,B,B,B,B,B,B,B,FALSE
X,+,O,+,X,+,B,B,B,B,B,B,B,B,B,B,FALSE
O,O,B,+,O,X,B,B,B,B,B,B,B,B,B,B,FALSE
O,B,X,O,X,X,B,B,B,B,B,B,B,B,B,B,FALSE
+,O,+,O,X,X,B,B,B,B,B,B,B,B,B,B,FALSE
O,X,O,B,B,B,B,B,B,B,B,B,B,B,B,B,FALSE
B,X,B,+,O,B,X,B,B,B,B,B,B,B,B,B,FALSE
X,O,B,B,O,+,B,B,B,B,B,B,B,B,B,B,FALSE
X,B,O,B,B,X,X,B,B,B,B,B,B,B,B,B,FALSE
O,+,X,B,+,X,B,B,B,B,B,B,B,B,B,B,FALSE
+,+,O,X,+,B,B,B,B,B,B,B,B,B,B,B,FALSE
O,O,X,B,+,B,X,B,B,B,B,B,B,B,B,B,FALSE
+,O,+,+,X,B,B,B,B,B,B,B,B,B,B,B,FALSE
X,X,O,B,+,O,X,B,B,B,B,B,B,B,B,B,FALSE
O,+,O,X,O,O,X,B,B,B,B,B,B,B,B,B,FALSE
O,O,X,X,X,O,B,B,B,B,B,B,B,B,B,B,FALSE
+,O,+,+,+,X,B,B,B,B,B,B,B,B,B,B,FALSE
O,X,+,X,O,O,X,B,B,B,B,B,B,B,B,B,FALSE
+,+,O,B,X,B,X,B,B,B,B,B,B,B,B,B,FALSE
O,X,B,+,B,+,B,B,B,B,B,B,B,B,B,B,FALSE
X,+,O,B,B,B,X,B,B,B,B,B,B,B,B,B,FALSE
O,O,+,B,X,X,B,B,B,B,B,B,B,B,B,B,FALSE
O,X,O,X,+,X,B,B,B,B,B,B,B,B,B,B,FALSE
+,X,O,O,B,B,B,B,B,B,B,B,B,B,B,B,FALSE
B,X,+,X,+,X,B,B,B,B,B,B,B,B,B,B,FALSE
O,+,X,O,B,O,X,B,B,B,B,B,B,B,B,B,FALSE
B,B,+,X,O,O,B,B,B,B,B,B,B,B,B,B,FALSE
B,O,O,B,X,+,B,B,B,B,B,B,B,B,B,B,FALSE
+,O,B,O,O,X,X,B,B,B,B,B,B,B,B,B,FALSE
O,B,X,+,O,O,B,B,B,B,B,B,B,B,B,B,FALSE
B,+,X,X,O,B,B,B,B,B,B,B,B,B,B,B,FALSE
+,O,X,+,X,O,X,B,B,B,B,B,B,B,B,B,FALSE
+,X,O,+,X,B,X,B,B,B,B,B,B,B,B,B,FALSE
B,O,B,B,B,B,X,B,B,B,B,B,B,B,B,B,FALSE
+,B,+,X,B,O,X,B,B,B,B,B,B,B,B,B,FALSE
X,O,+,X,B,O,X,B,B,B,B,B,B,B,B,B,FALSE
B,+,+,X,O,O,X,B,B,B,B,B,B,B,B,B,FALSE
O,X,X,X,B,X,B,B,B,B,B,B,B,B,B,B,FALSE
B,B,X,B,B,O,X,B,B,B,B,B,B,B,B,B,FALSE
B,X,B,+,B,X,B,B,B,B,B,B,B,B,B,B,FALSE
+,X,X,+,O,X,B,B,B,B,B,B,B,B,B,B,FALSE
+,+,X,+,B,+,B,B,B,B,B,B,B,B,B,B,FALSE
+,+,X,X,B,B,X,B,B,B,B,B,B,B,B,B,FALSE
+,O,O,X,B,O,B,B,B,B,B,B,B,B,B,B,FALSE
X,B,O,B,B,+,B,B,B,B,B,B,B,B,B,B,FALSE
X,B,O,B,B,B,X,B,B,B,B,B,B,B,B,B,FALSE
+,X,O,O,X,+,B,B,B,B,B,B,B,B,B,B,FALSE
B,X,X,O,O,O,X,B,B,B,B,B,B,B,B,B,FALSE
X,X,B,B,O,X,B,B,B,B,B,B,B,B,B,B,FALSE
O,B,+,O,B,B,X,B,B,B,B,B,B,B,B,B,FALSE
B,+,+,B,X,B,X,B,B,B,B,B,B,B,B,B,FALSE
X,O,B,+,O,X,X,B,B,B,B,B,B,B,B,B,FALSE
B,B,X,O,X,B,X,B,B,B,B,B,B,B,B,B,FALSE
+,B,X,X,B,+,B,B,B,B,B,B,B,B,B,B,FALSE
B,O,+,O,+,O,X,B,B,B,B,B,B,B,B,B,FALSE
O,O,+,O,B,B,X,B,B,B,B,B,B,B,B,B,FALSE
B,X,O,X,B,O,B,B,B,B,B,B,B,B,B,B,FALSE
X,X,+,O,B,+,B,B,B,B,B,B,B,B,B,B,FALSE
X,+,+,O,+,O,X,B,B,B,B,B,B,B,B,B,FALSE
X,B,B,B,+,B,B,B,B,B,B,B,B,B,B,B,FALSE
B,+,B,B,B,X,B,B,B,B,B,B,B,B,B,B,FALSE
X,X,X,B,O,O,B,B,B,B,B,B,B,B,B,B,FALSE
+,B,O,X,B,O,B,B,B,B,B,B,B,B,B,B,FALSE
B,O,X,X,B,X,X,B,B,B,B,B,B,B,B,B,FALSE
O,+,X,X,B,+,B,B,B,B,B,B,B,B,B,B,FALSE
+,B,X,O,O,O,X,B,B,B,B,B,B,B,B,B,FALSE
O,X,O,X,X,B,B,B,B,B,B,B,B,B,B,B,FALSE
X,X,O,O,O,+,B,B,B,B,B,B,B,B,B,B,FALSE
+,X,O,+,+,X,X,B,B,B,B,B,B,B,B,B,FALSE
X,B,B,O,B,O,X,B,B,B,B,B,B,B,B,B,FALSE
+,X,B,+,B,B,B,B,B,B,B,B,B,B,B,B,FALSE
+,O,X,O,B,O,B,B,B,B,B,B,B,B,B,B,FALSE
B,X,+,B,X,+,B,B,B,B,B,B,B,B,B,B,FALSE
X,+,X,O,B,O,X,B,B,B,B,B,B,B,B,B,FALSE
B,B,+,B,X,+,B,B,B,B,B,B,B,B,B,B,FALSE
+,X,+,O,X,B,X,B,B,B,B,B,B,B,B,B,FALSE
O,O,O,B,O,B,B,B,B,B,B,B,B,B,B,B,FALSE
+,O,O,X,+,B,X,B,B,B,B,B,B,B,B,B,FALSE
X,B,X,+,+,X,B,B,B,B,B,B,B,B,B,B,FALSE
B,O,+,O,X,X,X,B,B,B,B,B,B,B,B,B,FALSE
X,B,X,+,O,O,B,B,B,B,B,B,B,B,B,B,FALSE
X,O,B,B,O,X,X,B,B,B,B,B,B,B,B,B,FALSE
X,+,+,+,X,B,X,B,B,B,B,B,B,B,B,B,FALSE
B,B,+,O,B,X,B,B,B,B,B,B,B,B,B,B,FALSE
B,+,O,X,B,O,X,B,B,B,B,B,B,B,B,B,FALSE
+,X,O,X,+,X,B,B,B,B,B,B,B,B,B,B,FALSE
X,O,B,B,X,O,B,B,B,B,B,B,B,B,B,B,FALSE
B,+,B,O,X,O,B,B,B,B,B,B,B,B,B,B,FALSE
O,X,B,B,B,X,X,B,B,B,B,B,B,B,B,B,FALSE
X,O,X,B,+,+,B,B,B,B,B,B,B,B,B,B,FALSE
O,X,X,O,+,B,X,B,B,B,B,B,B,B,B,B,FALSE
X,+,X,B,+,X,B,B,B,B,B,B,B,B,B,B,FALSE
B,O,+,+,+,X,X,B,B,B,B,B,B,B,B,B,FALSE
+,B,O,X,+,X,X,B,B,B,B,B,B,B,B,B,FALSE
